OrderID,OrderDate,CustomerID,BranchID,Branch,City,ProductID,Product,Category,Subcategory,Quantity,UnitPrice,Sales,Cost,Profit,PaymentMethod,Channel,CustomerType
107877,2024-02-12 10:03:00,C3135,B006,Nasr City,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,3,95,285,165,120,Mada,Store,New
107878,2024-07-28 17:41:00,C1326,B012,City Stars,Cairo,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Cash,Store,Returning
107879,2024-12-20 08:29:00,C3827,B005,Heliopolis,Cairo,P001,Almonds 250g,Nuts,Roasted,2,85,170,110,60,Visa,Online,Returning
107880,2024-02-09 20:12:00,C3846,B005,Heliopolis,Cairo,P001,Almonds 250g,Nuts,Roasted,1,85,85,55,30,Mada,Store,New
107881,2024-06-27 19:41:00,C4118,B002,Mohandeseen,Giza,P031,Bread 1pc,Bakery,Bread,4,8,32,16,16,Wallet,Store,New
107882,2024-01-30 19:04:00,C1309,B009,6th of October City,Giza,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Cash,Store,Returning
107883,2024-12-29 14:04:00,C2677,B008,Dokki,Giza,P039,Cooking Spray 200ml,Household,Cooking,1,65,65,36,29,Wallet,Store,Returning
107884,2024-05-21 16:52:00,C3189,B006,Nasr City,Cairo,P003,Mixed Nuts 300g,Nuts,Mix,2,150,300,190,110,Cash,Store,Returning
107885,2024-03-10 18:12:00,C3408,B011,Maadi 2,Cairo,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Cash,Online,New
107886,2024-01-05 21:46:00,C2910,B010,Sheikh Zayed,Giza,P020,Dates Medjool 500g,Dry Fruits,Dates,1,140,140,85,55,Cash,Store,Returning
107887,2024-06-11 13:56:00,C2125,B004,Mall of Arabia - 6th October,Giza,P007,Sunflower Oil 1L,Oils,Vegetable,2,180,360,200,160,Visa,Store,New
107888,2024-06-14 21:23:00,C4164,B007,Zamalek,Cairo,P012,Tomato Paste 400g,Grocery,Canned,2,28,56,30,26,Cash,Store,New
107889,2024-03-20 18:45:00,C2686,B012,City Stars,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,3,95,285,165,120,Visa,Online,Returning
107890,2024-10-04 15:03:00,C3668,B002,Mohandeseen,Giza,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Wallet,Store,Returning
107891,2024-04-07 18:08:00,C1892,B002,Mohandeseen,Giza,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Cash,Store,Returning
107892,2024-02-25 15:51:00,C2092,B007,Zamalek,Cairo,P024,Biscuits 200g,Snacks,Biscuit,4,30,120,64,56,Cash,Store,Returning
107893,2024-06-06 16:14:00,C3505,B003,New Cairo (Waterway),Cairo,P033,Garlic Powder 100g,Spices,Powder,2,40,80,44,36,Cash,Store,Returning
107894,2024-11-02 14:47:00,C3187,B006,Nasr City,Cairo,P006,Olive Oil 500ml,Oils,Olive,1,220,220,140,80,Wallet,Store,New
107895,2024-12-12 14:52:00,C1921,B002,Mohandeseen,Giza,P018,Black Pepper 50g,Spices,Pepper,1,55,55,30,25,Cash,Store,Returning
107896,2024-07-30 19:36:00,C1711,B005,Heliopolis,Cairo,P001,Almonds 250g,Nuts,Roasted,1,85,85,55,30,Visa,Online,New
107897,2024-11-22 08:00:00,C3082,B002,Mohandeseen,Giza,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Cash,Store,New
107898,2024-04-22 19:01:00,C2266,B002,Mohandeseen,Giza,P040,Granola 400g,Breakfast,Cereal,1,95,95,55,40,Cash,Store,Returning
107899,2024-07-14 13:23:00,C3109,B011,Maadi 2,Cairo,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Mada,Store,Returning
107900,2024-05-05 10:14:00,C3455,B009,6th of October City,Giza,P008,Honey Natural 500g,Honey,Pure,1,200,200,120,80,Visa,Store,Returning
107901,2024-04-08 14:32:00,C3353,B005,Heliopolis,Cairo,P020,Dates Medjool 500g,Dry Fruits,Dates,2,140,280,170,110,Cash,Store,Returning
107902,2024-05-24 14:57:00,C4210,B003,New Cairo (Waterway),Cairo,P008,Honey Natural 500g,Honey,Pure,1,200,200,120,80,Cash,Store,New
107903,2024-09-06 12:42:00,C1484,B010,Sheikh Zayed,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Visa,Store,Returning
107904,2024-04-12 16:43:00,C2893,B012,City Stars,Cairo,P015,Orange Juice 1L,Beverages,Juice,2,60,120,70,50,Visa,Store,Returning
107905,2024-06-24 19:39:00,C1508,B006,Nasr City,Cairo,P031,Bread 1pc,Bakery,Bread,3,8,24,12,12,Cash,Store,New
107906,2024-05-18 10:33:00,C1366,B011,Maadi 2,Cairo,P038,Energy Drink 330ml,Beverages,Energy,3,30,90,54,36,Cash,Store,Returning
107907,2024-07-22 10:21:00,C2133,B008,Dokki,Giza,P039,Cooking Spray 200ml,Household,Cooking,2,65,130,72,58,Visa,Store,Returning
107908,2024-12-24 16:31:00,C2087,B003,New Cairo (Waterway),Cairo,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Visa,Online,Returning
107909,2024-03-03 08:53:00,C1286,B006,Nasr City,Cairo,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Visa,Online,Returning
107910,2024-06-28 19:29:00,C1304,B010,Sheikh Zayed,Giza,P025,Chips 150g,Snacks,Chips,1,25,25,13,12,Visa,Online,Returning
107911,2024-02-13 13:21:00,C1414,B006,Nasr City,Cairo,P026,Chocolate 100g,Confectionery,Chocolate,1,35,35,20,15,Cash,Store,Returning
107912,2024-07-01 19:50:00,C2961,B006,Nasr City,Cairo,P034,Ginger Powder 100g,Spices,Powder,1,45,45,25,20,Cash,Store,New
107913,2024-05-06 18:20:00,C2535,B003,New Cairo (Waterway),Cairo,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Cash,Store,Returning
107914,2024-03-06 16:19:00,C1272,B003,New Cairo (Waterway),Cairo,P028,Mayonnaise 400g,Grocery,Condiment,3,65,195,114,81,Cash,Store,Returning
107915,2024-11-25 18:10:00,C3940,B010,Sheikh Zayed,Giza,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Visa,Store,Returning
107916,2024-01-12 22:09:00,C4372,B010,Sheikh Zayed,Giza,P007,Sunflower Oil 1L,Oils,Vegetable,2,180,360,200,160,Cash,Online,Returning
107917,2024-03-29 14:20:00,C1727,B002,Mohandeseen,Giza,P029,Vinegar 500ml,Grocery,Condiment,1,28,28,16,12,Visa,Store,Returning
107918,2024-05-14 10:02:00,C1944,B005,Heliopolis,Cairo,P037,Protein Bar 50g,Health,Protein,1,40,40,22,18,Visa,Online,New
107919,2024-09-21 20:07:00,C4137,B004,Mall of Arabia - 6th October,Giza,P011,Pasta 500g,Grocery,Pasta,1,35,35,18,17,Cash,Store,New
107920,2024-07-13 10:46:00,C3106,B006,Nasr City,Cairo,P031,Bread 1pc,Bakery,Bread,4,8,32,16,16,Cash,Store,Returning
107921,2024-03-11 12:54:00,C2231,B002,Mohandeseen,Giza,P036,Olives 300g,Grocery,Olives,2,75,150,80,70,Cash,Store,Returning
107922,2024-02-27 11:04:00,C3025,B005,Heliopolis,Cairo,P024,Biscuits 200g,Snacks,Biscuit,1,30,30,16,14,Cash,Online,Returning
107923,2024-04-04 09:18:00,C2094,B004,Mall of Arabia - 6th October,Giza,P009,Sugar 1kg,Grocery,Baking,1,40,40,22,18,Visa,Store,New
107924,2024-12-13 21:43:00,C3234,B001,Maadi 1,Cairo,P016,Detergent 2kg,Household,Cleaning,1,120,120,70,50,Mada,Store,Returning
107925,2024-12-05 22:39:00,C4370,B003,New Cairo (Waterway),Cairo,P007,Sunflower Oil 1L,Oils,Vegetable,1,180,180,100,80,Visa,Online,Returning
107926,2024-08-30 08:42:00,C4123,B003,New Cairo (Waterway),Cairo,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Cash,Store,New
107927,2024-10-15 15:25:00,C3423,B010,Sheikh Zayed,Giza,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Wallet,Store,New
107928,2024-10-25 19:33:00,C3896,B008,Dokki,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Visa,Store,New
107929,2024-12-09 17:27:00,C2804,B011,Maadi 2,Cairo,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Visa,Store,Returning
107930,2024-04-18 13:00:00,C1733,B008,Dokki,Giza,P016,Detergent 2kg,Household,Cleaning,2,120,240,140,100,Visa,Store,Returning
107931,2024-11-12 17:24:00,C3211,B008,Dokki,Giza,P011,Pasta 500g,Grocery,Pasta,1,35,35,18,17,Cash,Store,Returning
107932,2024-07-25 11:13:00,C3161,B010,Sheikh Zayed,Giza,P003,Mixed Nuts 300g,Nuts,Mix,2,150,300,190,110,Cash,Store,Returning
107933,2024-01-21 15:07:00,C2378,B002,Mohandeseen,Giza,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Visa,Store,Returning
107934,2024-06-09 08:42:00,C3366,B006,Nasr City,Cairo,P030,Yogurt 170g,Dairy,Yogurt,2,18,36,20,16,Visa,Store,Returning
107935,2024-02-18 09:09:00,C2819,B008,Dokki,Giza,P016,Detergent 2kg,Household,Cleaning,1,120,120,70,50,Wallet,Online,New
107936,2024-05-24 10:08:00,C4231,B012,City Stars,Cairo,P001,Almonds 250g,Nuts,Roasted,2,85,170,110,60,Cash,Store,Returning
107937,2024-04-24 11:41:00,C2718,B012,City Stars,Cairo,P034,Ginger Powder 100g,Spices,Powder,1,45,45,25,20,Wallet,Store,Returning
107938,2024-10-09 09:51:00,C3897,B005,Heliopolis,Cairo,P036,Olives 300g,Grocery,Olives,2,75,150,80,70,Cash,Store,New
107939,2024-02-08 14:25:00,C1469,B012,City Stars,Cairo,P040,Granola 400g,Breakfast,Cereal,2,95,190,110,80,Wallet,Online,New
107940,2024-08-29 12:43:00,C2486,B005,Heliopolis,Cairo,P016,Detergent 2kg,Household,Cleaning,2,120,240,140,100,Wallet,Store,Returning
107941,2024-09-06 08:31:00,C2375,B002,Mohandeseen,Giza,P040,Granola 400g,Breakfast,Cereal,3,95,285,165,120,Cash,Online,Returning
107942,2024-10-23 13:57:00,C2018,B002,Mohandeseen,Giza,P008,Honey Natural 500g,Honey,Pure,1,200,200,120,80,Visa,Store,Returning
107943,2024-09-09 16:57:00,C3620,B008,Dokki,Giza,P024,Biscuits 200g,Snacks,Biscuit,1,30,30,16,14,Cash,Store,New
107944,2024-04-10 15:07:00,C3072,B006,Nasr City,Cairo,P016,Detergent 2kg,Household,Cleaning,1,120,120,70,50,Visa,Online,Returning
107945,2024-09-21 14:00:00,C2519,B003,New Cairo (Waterway),Cairo,P029,Vinegar 500ml,Grocery,Condiment,1,28,28,16,12,Cash,Store,Returning
107946,2024-07-25 21:11:00,C2165,B012,City Stars,Cairo,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Wallet,Store,Returning
107947,2024-09-17 16:46:00,C1589,B005,Heliopolis,Cairo,P024,Biscuits 200g,Snacks,Biscuit,1,30,30,16,14,Visa,Store,Returning
107948,2024-04-15 15:04:00,C2720,B005,Heliopolis,Cairo,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Visa,Store,New
107949,2024-06-26 21:01:00,C4077,B009,6th of October City,Giza,P036,Olives 300g,Grocery,Olives,1,75,75,40,35,Visa,Store,New
107950,2024-12-21 15:40:00,C1592,B002,Mohandeseen,Giza,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Cash,Online,Returning
107951,2024-09-11 16:16:00,C2965,B011,Maadi 2,Cairo,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Cash,Store,Returning
107952,2024-03-20 19:31:00,C2954,B005,Heliopolis,Cairo,P020,Dates Medjool 500g,Dry Fruits,Dates,2,140,280,170,110,Visa,Store,Returning
107953,2024-03-28 12:19:00,C2451,B004,Mall of Arabia - 6th October,Giza,P008,Honey Natural 500g,Honey,Pure,1,200,200,120,80,Cash,Online,New
107954,2024-07-26 14:27:00,C3140,B001,Maadi 1,Cairo,P007,Sunflower Oil 1L,Oils,Vegetable,1,180,180,100,80,Cash,Store,Returning
107955,2024-07-22 20:47:00,C4434,B008,Dokki,Giza,P011,Pasta 500g,Grocery,Pasta,1,35,35,18,17,Cash,Store,New
107956,2024-02-08 14:04:00,C4038,B009,6th of October City,Giza,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Cash,Store,New
107957,2024-08-13 18:14:00,C4302,B005,Heliopolis,Cairo,P018,Black Pepper 50g,Spices,Pepper,3,55,165,90,75,Wallet,Store,Returning
107958,2024-10-28 14:28:00,C3415,B009,6th of October City,Giza,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Visa,Store,New
107959,2024-03-05 15:57:00,C1411,B004,Mall of Arabia - 6th October,Giza,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Visa,Store,New
107960,2024-11-20 18:06:00,C2091,B011,Maadi 2,Cairo,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Visa,Online,New
107961,2024-09-23 09:20:00,C2805,B007,Zamalek,Cairo,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Visa,Online,New
107962,2024-03-02 21:13:00,C1936,B006,Nasr City,Cairo,P017,Salt 500g,Grocery,Staples,1,12,12,6,6,Cash,Store,New
107963,2024-11-20 13:21:00,C1048,B011,Maadi 2,Cairo,P032,Frozen Vegetables 400g,Frozen,Veg,1,55,55,32,23,Cash,Store,Returning
107964,2024-01-16 19:29:00,C1745,B010,Sheikh Zayed,Giza,P020,Dates Medjool 500g,Dry Fruits,Dates,1,140,140,85,55,Visa,Store,Returning
107965,2024-08-14 18:03:00,C4353,B005,Heliopolis,Cairo,P012,Tomato Paste 400g,Grocery,Canned,2,28,56,30,26,Visa,Store,New
107966,2024-04-17 08:01:00,C2892,B002,Mohandeseen,Giza,P005,Instant Coffee 200g,Coffee,Instant,4,95,380,180,200,Visa,Store,New
107967,2024-05-14 09:09:00,C1843,B008,Dokki,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Cash,Store,Returning
107968,2024-03-30 09:40:00,C2145,B003,New Cairo (Waterway),Cairo,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Visa,Store,Returning
107969,2024-07-14 15:44:00,C2318,B003,New Cairo (Waterway),Cairo,P002,Pistachio 200g,Nuts,Salted,2,120,240,150,90,Cash,Store,Returning
107970,2024-06-24 20:41:00,C1654,B011,Maadi 2,Cairo,P002,Pistachio 200g,Nuts,Salted,2,120,240,150,90,Cash,Online,Returning
107971,2024-02-23 15:30:00,C2946,B005,Heliopolis,Cairo,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Visa,Store,Returning
107972,2024-06-13 10:59:00,C2740,B011,Maadi 2,Cairo,P026,Chocolate 100g,Confectionery,Chocolate,2,35,70,40,30,Cash,Online,New
107973,2024-05-18 11:28:00,C3583,B005,Heliopolis,Cairo,P020,Dates Medjool 500g,Dry Fruits,Dates,1,140,140,85,55,Cash,Store,Returning
107974,2024-03-19 08:11:00,C2342,B003,New Cairo (Waterway),Cairo,P007,Sunflower Oil 1L,Oils,Vegetable,1,180,180,100,80,Cash,Store,Returning
107975,2024-08-02 12:57:00,C3639,B010,Sheikh Zayed,Giza,P038,Energy Drink 330ml,Beverages,Energy,1,30,30,18,12,Cash,Store,Returning
107976,2024-07-11 13:10:00,C1602,B012,City Stars,Cairo,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Cash,Online,New
107977,2024-12-17 09:46:00,C3574,B005,Heliopolis,Cairo,P025,Chips 150g,Snacks,Chips,1,25,25,13,12,Visa,Store,New
107978,2024-11-14 14:28:00,C3857,B004,Mall of Arabia - 6th October,Giza,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Cash,Store,Returning
107979,2024-01-29 17:15:00,C3269,B003,New Cairo (Waterway),Cairo,P028,Mayonnaise 400g,Grocery,Condiment,1,65,65,38,27,Mada,Store,Returning
107980,2024-06-24 14:46:00,C2300,B010,Sheikh Zayed,Giza,P024,Biscuits 200g,Snacks,Biscuit,1,30,30,16,14,Cash,Store,New
107981,2024-07-10 19:00:00,C3305,B007,Zamalek,Cairo,P011,Pasta 500g,Grocery,Pasta,2,35,70,36,34,Visa,Store,New
107982,2024-10-17 14:58:00,C1070,B011,Maadi 2,Cairo,P001,Almonds 250g,Nuts,Roasted,1,85,85,55,30,Cash,Store,Returning
107983,2024-06-20 22:34:00,C2228,B009,6th of October City,Giza,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Cash,Store,New
107984,2024-03-05 11:25:00,C2617,B005,Heliopolis,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,2,95,190,110,80,Visa,Store,Returning
107985,2024-02-22 22:47:00,C2825,B001,Maadi 1,Cairo,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Wallet,Store,Returning
107986,2024-12-12 10:02:00,C3871,B009,6th of October City,Giza,P001,Almonds 250g,Nuts,Roasted,1,85,85,55,30,Visa,Store,Returning
107987,2024-01-18 12:03:00,C4420,B007,Zamalek,Cairo,P008,Honey Natural 500g,Honey,Pure,1,200,200,120,80,Cash,Online,Returning
107988,2024-02-19 21:23:00,C1882,B002,Mohandeseen,Giza,P015,Orange Juice 1L,Beverages,Juice,2,60,120,70,50,Visa,Online,Returning
107989,2024-06-10 09:38:00,C3223,B007,Zamalek,Cairo,P006,Olive Oil 500ml,Oils,Olive,1,220,220,140,80,Visa,Store,Returning
107990,2024-10-22 14:01:00,C2334,B006,Nasr City,Cairo,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Visa,Store,Returning
107991,2024-02-11 12:43:00,C2079,B004,Mall of Arabia - 6th October,Giza,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Cash,Store,Returning
107992,2024-01-17 15:52:00,C3656,B001,Maadi 1,Cairo,P024,Biscuits 200g,Snacks,Biscuit,2,30,60,32,28,Wallet,Store,Returning
107993,2024-12-16 08:59:00,C1158,B008,Dokki,Giza,P017,Salt 500g,Grocery,Staples,2,12,24,12,12,Visa,Store,Returning
107994,2024-10-14 15:16:00,C3800,B010,Sheikh Zayed,Giza,P013,Cheddar Cheese 200g,Dairy,Cheese,1,95,95,55,40,Wallet,Store,Returning
107995,2024-06-19 22:32:00,C1041,B010,Sheikh Zayed,Giza,P013,Cheddar Cheese 200g,Dairy,Cheese,3,95,285,165,120,Cash,Store,Returning
107996,2024-05-30 10:34:00,C1265,B012,City Stars,Cairo,P001,Almonds 250g,Nuts,Roasted,1,85,85,55,30,Cash,Store,Returning
107997,2024-07-19 22:44:00,C1067,B011,Maadi 2,Cairo,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Visa,Online,New
107998,2024-08-18 11:57:00,C3345,B009,6th of October City,Giza,P036,Olives 300g,Grocery,Olives,2,75,150,80,70,Visa,Store,New
107999,2024-03-01 09:04:00,C1991,B004,Mall of Arabia - 6th October,Giza,P036,Olives 300g,Grocery,Olives,1,75,75,40,35,Cash,Store,New
108000,2024-12-17 22:37:00,C1353,B003,New Cairo (Waterway),Cairo,P016,Detergent 2kg,Household,Cleaning,1,120,120,70,50,Wallet,Store,Returning
108001,2024-07-05 22:10:00,C1552,B003,New Cairo (Waterway),Cairo,P040,Granola 400g,Breakfast,Cereal,1,95,95,55,40,Cash,Store,Returning
108002,2024-01-23 12:18:00,C3752,B009,6th of October City,Giza,P018,Black Pepper 50g,Spices,Pepper,1,55,55,30,25,Wallet,Store,Returning
108003,2024-05-03 18:11:00,C1316,B005,Heliopolis,Cairo,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Cash,Store,New
108004,2024-07-23 16:16:00,C1965,B007,Zamalek,Cairo,P040,Granola 400g,Breakfast,Cereal,1,95,95,55,40,Cash,Online,Returning
108005,2024-03-27 14:06:00,C4277,B007,Zamalek,Cairo,P039,Cooking Spray 200ml,Household,Cooking,1,65,65,36,29,Visa,Store,Returning
108006,2024-11-19 12:08:00,C4445,B008,Dokki,Giza,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Visa,Store,Returning
108007,2024-10-28 17:30:00,C2794,B001,Maadi 1,Cairo,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Cash,Online,Returning
108008,2024-06-01 18:24:00,C1637,B002,Mohandeseen,Giza,P027,Peanut Butter 350g,Grocery,Spread,1,95,95,55,40,Visa,Store,New
108009,2024-01-18 12:30:00,C1961,B011,Maadi 2,Cairo,P039,Cooking Spray 200ml,Household,Cooking,1,65,65,36,29,Cash,Store,Returning
108010,2024-11-08 21:27:00,C4256,B011,Maadi 2,Cairo,P014,Milk 1L,Dairy,Milk,2,45,90,50,40,Visa,Store,New
108011,2024-07-06 12:18:00,C3619,B002,Mohandeseen,Giza,P031,Bread 1pc,Bakery,Bread,2,8,16,8,8,Visa,Store,Returning
108012,2024-05-15 11:31:00,C3377,B008,Dokki,Giza,P013,Cheddar Cheese 200g,Dairy,Cheese,1,95,95,55,40,Wallet,Store,New
108013,2024-12-04 14:29:00,C2630,B001,Maadi 1,Cairo,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Cash,Store,New
108014,2024-07-30 20:52:00,C2863,B003,New Cairo (Waterway),Cairo,P035,Tahini 400g,Grocery,Condiment,2,120,240,144,96,Cash,Store,Returning
108015,2024-04-05 20:17:00,C3109,B007,Zamalek,Cairo,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Visa,Store,Returning
108016,2024-07-22 08:18:00,C3861,B009,6th of October City,Giza,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Visa,Online,Returning
108017,2024-02-14 09:37:00,C2271,B010,Sheikh Zayed,Giza,P007,Sunflower Oil 1L,Oils,Vegetable,1,180,180,100,80,Cash,Store,New
108018,2024-07-20 19:15:00,C1289,B003,New Cairo (Waterway),Cairo,P039,Cooking Spray 200ml,Household,Cooking,1,65,65,36,29,Wallet,Store,Returning
108019,2024-09-05 17:04:00,C2425,B002,Mohandeseen,Giza,P040,Granola 400g,Breakfast,Cereal,1,95,95,55,40,Cash,Store,Returning
108020,2024-06-21 09:11:00,C1415,B006,Nasr City,Cairo,P006,Olive Oil 500ml,Oils,Olive,1,220,220,140,80,Visa,Store,New
108021,2024-08-20 10:50:00,C2943,B010,Sheikh Zayed,Giza,P037,Protein Bar 50g,Health,Protein,2,40,80,44,36,Cash,Store,Returning
108022,2024-03-12 20:09:00,C4325,B003,New Cairo (Waterway),Cairo,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Wallet,Store,Returning
108023,2024-06-27 11:34:00,C2029,B005,Heliopolis,Cairo,P011,Pasta 500g,Grocery,Pasta,2,35,70,36,34,Cash,Store,New
108024,2024-09-01 22:24:00,C1517,B002,Mohandeseen,Giza,P017,Salt 500g,Grocery,Staples,1,12,12,6,6,Visa,Store,Returning
108025,2024-09-05 10:10:00,C3803,B011,Maadi 2,Cairo,P038,Energy Drink 330ml,Beverages,Energy,1,30,30,18,12,Cash,Online,Returning
108026,2024-07-05 21:33:00,C1782,B009,6th of October City,Giza,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Mada,Online,New
108027,2024-08-11 14:00:00,C2387,B008,Dokki,Giza,P036,Olives 300g,Grocery,Olives,1,75,75,40,35,Visa,Store,Returning
108028,2024-12-05 12:03:00,C4187,B009,6th of October City,Giza,P028,Mayonnaise 400g,Grocery,Condiment,1,65,65,38,27,Cash,Online,Returning
108029,2024-04-09 15:32:00,C3804,B004,Mall of Arabia - 6th October,Giza,P025,Chips 150g,Snacks,Chips,1,25,25,13,12,Cash,Store,New
108030,2024-06-29 21:40:00,C3010,B010,Sheikh Zayed,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Cash,Store,Returning
108031,2024-09-24 14:24:00,C4105,B011,Maadi 2,Cairo,P024,Biscuits 200g,Snacks,Biscuit,1,30,30,16,14,Visa,Store,Returning
108032,2024-01-12 15:37:00,C2737,B006,Nasr City,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,1,95,95,55,40,Cash,Store,Returning
108033,2024-01-13 08:11:00,C1837,B003,New Cairo (Waterway),Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,1,95,95,55,40,Visa,Store,Returning
108034,2024-11-11 11:44:00,C4071,B007,Zamalek,Cairo,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Visa,Store,New
108035,2024-08-28 21:00:00,C1788,B010,Sheikh Zayed,Giza,P035,Tahini 400g,Grocery,Condiment,1,120,120,72,48,Cash,Store,Returning
108036,2024-04-23 15:51:00,C2193,B002,Mohandeseen,Giza,P011,Pasta 500g,Grocery,Pasta,1,35,35,18,17,Cash,Store,Returning
108037,2024-04-20 20:30:00,C1388,B005,Heliopolis,Cairo,P011,Pasta 500g,Grocery,Pasta,2,35,70,36,34,Cash,Store,New
108038,2024-10-18 11:37:00,C2491,B003,New Cairo (Waterway),Cairo,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Visa,Store,New
108039,2024-12-26 16:39:00,C3481,B005,Heliopolis,Cairo,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Wallet,Store,Returning
108040,2024-03-21 15:52:00,C1662,B007,Zamalek,Cairo,P029,Vinegar 500ml,Grocery,Condiment,3,28,84,48,36,Visa,Store,Returning
108041,2024-05-06 19:46:00,C2616,B004,Mall of Arabia - 6th October,Giza,P028,Mayonnaise 400g,Grocery,Condiment,1,65,65,38,27,Wallet,Store,New
108042,2024-09-18 11:09:00,C3123,B005,Heliopolis,Cairo,P012,Tomato Paste 400g,Grocery,Canned,4,28,112,60,52,Cash,Store,Returning
108043,2024-09-20 09:50:00,C3898,B010,Sheikh Zayed,Giza,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Wallet,Store,Returning
108044,2024-02-23 18:58:00,C2710,B011,Maadi 2,Cairo,P018,Black Pepper 50g,Spices,Pepper,1,55,55,30,25,Cash,Store,New
108045,2024-09-13 08:37:00,C2586,B009,6th of October City,Giza,P022,Cashews 200g,Nuts,Roasted,2,110,220,130,90,Wallet,Store,Returning
108046,2024-09-30 16:46:00,C1887,B001,Maadi 1,Cairo,P030,Yogurt 170g,Dairy,Yogurt,2,18,36,20,16,Cash,Store,Returning
108047,2024-04-28 14:46:00,C1843,B003,New Cairo (Waterway),Cairo,P029,Vinegar 500ml,Grocery,Condiment,1,28,28,16,12,Cash,Online,Returning
108048,2024-06-03 13:53:00,C3086,B003,New Cairo (Waterway),Cairo,P025,Chips 150g,Snacks,Chips,3,25,75,39,36,Cash,Store,New
108049,2024-05-12 10:24:00,C3881,B008,Dokki,Giza,P011,Pasta 500g,Grocery,Pasta,1,35,35,18,17,Cash,Store,Returning
108050,2024-12-26 19:45:00,C1364,B008,Dokki,Giza,P003,Mixed Nuts 300g,Nuts,Mix,2,150,300,190,110,Cash,Online,New
108051,2024-02-22 20:20:00,C1062,B006,Nasr City,Cairo,P014,Milk 1L,Dairy,Milk,3,45,135,75,60,Cash,Store,New
108052,2024-02-19 14:39:00,C1639,B010,Sheikh Zayed,Giza,P038,Energy Drink 330ml,Beverages,Energy,1,30,30,18,12,Cash,Online,New
108053,2024-10-17 22:58:00,C3284,B008,Dokki,Giza,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Cash,Store,Returning
108054,2024-12-26 18:25:00,C2397,B006,Nasr City,Cairo,P012,Tomato Paste 400g,Grocery,Canned,1,28,28,15,13,Wallet,Online,New
